year,county,level,a_y,r_y,n_y,p_y,l_y,ca_y,cl_y,ca_avg_y,cl_avg_y,a_yplus10,l_yplus10
2017,Nicollet,Misdemeanor,167,137,168,-0.007352941176470588,0.9927007299270073,0.22794117647058823,0.0433487263518546,NA,NA,NA,NA
2017,Nicollet,Juvenile,44,44,46,0.043478260869565216,1.0454545454545454,0.047619047619047616,-0.021276595744680833,NA,NA,NA,NA
2017,Nobles,Felony,88,68,288,0.7453183520599251,3.926470588235295,0,0.0018155410312272404,NA,NA,NA,NA
2017,Nobles,Gross Misdemeanor,76,61,206,0.6772486772486772,3.0983606557377046,0.08571428571428572,-0.21097647897362792,NA,NA,NA,NA
2017,Nobles,Misdemeanor,147,126,219,0.3883495145631068,1.634920634920635,0.12213740458015267,-0.09622399684511464,NA,NA,NA,NA
2017,Nobles,Juvenile,71,89,57,-0.17105263157894737,0.8539325842696629,-0.12345679012345678,-0.11085370091509324,NA,NA,NA,NA
2017,Norman,Felony,27,32,62,0.5223880597014925,2.09375,-0.06896551724137931,-0.2192796610169491,NA,NA,NA,NA
2017,Norman,Gross Misdemeanor,9,12,23,0.52,2.0833333333333335,-0.1,-0.4318181818181818,NA,NA,NA,NA
2017,Norman,Misdemeanor,3,3,4,0.25,1.3333333333333333,0.5,-0.5555555555555555,NA,NA,NA,NA
2017,Norman,Juvenile,3,5,5,0.2857142857142857,1.4,-0.4,0.16666666666666663,NA,NA,NA,NA
2017,Olmsted,Felony,447,372,1306,0.6923076923076923,3.25,0.1037037037037037,0.07491364421416243,NA,NA,NA,NA
2017,Olmsted,Gross Misdemeanor,464,437,737,0.4368556701030928,1.7757437070938216,0.1180722891566265,-0.1097854766548125,NA,NA,NA,NA
2017,Olmsted,Misdemeanor,420,436,537,0.2417391304347826,1.3188073394495412,-0.018691588785046728,-0.04125476130485702,NA,NA,NA,NA
2017,Olmsted,Juvenile,205,218,166,-0.2111111111111111,0.8256880733944955,-0.055299539170506916,-0.038161233652156956,NA,NA,NA,NA
2017,Otter Tail,Felony,164,175,496,0.6628131021194605,2.965714285714286,0.006134969325153374,-0.03749637786148921,NA,NA,NA,NA
2017,Otter Tail,Gross Misdemeanor,219,161,283,0.23696682464454977,1.31055900621118,0.36024844720496896,-0.005319318362796666,NA,NA,NA,NA
2017,Otter Tail,Misdemeanor,189,142,152,-0.2909090909090909,0.7746478873239436,0.5491803278688525,-0.14181165423916045,NA,NA,NA,NA
2017,Otter Tail,Juvenile,91,98,87,-0.0425531914893617,0.9591836734693877,-0.14150943396226415,0.05510204081632652,NA,NA,NA,NA
2017,Pennington,Felony,65,55,161,0.6126760563380281,2.5818181818181816,0.031746031746031744,0.06961038961038933,NA,NA,NA,NA
2017,Pennington,Gross Misdemeanor,27,20,53,0.5833333333333334,2.4000000000000004,-0.1,0.14000000000000024,NA,NA,NA,NA
2017,Pennington,Misdemeanor,5,6,6,0.25,1.3333333333333333,-0.375,0.33333333333333326,NA,NA,NA,NA
2017,Pennington,Juvenile,8,16,17,0.36,1.5625,-0.5294117647058824,0.011029411764705763,NA,NA,NA,NA
2017,Pine,Felony,166,131,434,0.6765432098765433,3.091603053435115,-0.10752688172043011,0.3131002216202908,NA,NA,NA,NA
2017,Pine,Gross Misdemeanor,185,147,339,0.4965753424657534,1.9863945578231292,0.17088607594936708,0.017763996057786998,NA,NA,NA,NA
2017,Pine,Misdemeanor,258,290,305,0.15204678362573099,1.1793103448275861,-0.06521739130434782,-0.0755728587319244,NA,NA,NA,NA
2017,Pine,Juvenile,70,74,61,-0.13846153846153847,0.8783783783783784,0.42857142857142855,-0.3681839734471313,NA,NA,NA,NA
2017,Pipestone,Felony,24,30,75,0.6296296296296297,2.7,-0.07692307692307693,-0.18999999999999986,NA,NA,NA,NA
2017,Pipestone,Gross Misdemeanor,40,23,73,0.5818181818181818,2.391304347826087,0.6,-0.10912190963341857,NA,NA,NA,NA
2017,Pipestone,Misdemeanor,32,14,42,0.5,2,0.45454545454545453,0.46153846153846173,NA,NA,NA,NA
2017,Pipestone,Juvenile,12,11,6,-1.2,0.45454545454545453,0.3333333333333333,-0.24242424242424257,NA,NA,NA,NA
2017,Polk,Felony,219,238,417,0.44779582366589327,1.810924369747899,0.052884615384615384,-0.1166222586595616,NA,NA,NA,NA
2017,Polk,Gross Misdemeanor,133,111,256,0.5236051502145923,2.0990990990990994,0.064,0.06846035224413623,NA,NA,NA,NA
2017,Polk,Misdemeanor,8,11,10,0,1,0.14285714285714285,-0.38461538461538464,NA,NA,NA,NA
2017,Polk,Juvenile,24,29,14,-0.5263157894736842,0.6551724137931035,-0.1724137931034483,-0.04999999999999993,NA,NA,NA,NA
2017,Pope,Felony,19,20,47,0.574468085106383,2.35,-0.3448275862068966,0.5177083333333332,NA,NA,NA,NA
2017,Pope,Gross Misdemeanor,45,26,88,0.6533333333333333,2.8846153846153846,0.40625,0.28638253638253625,NA,NA,NA,NA
2017,Pope,Misdemeanor,44,48,55,0.25,1.3333333333333333,-0.10204081632653061,-0.011494252873563239,NA,NA,NA,NA
2017,Pope,Juvenile,12,15,13,0.11764705882352941,1.1333333333333333,-0.14285714285714285,-0.028571428571428473,NA,NA,NA,NA
2017,Ramsey,Felony,1528,1777,5167,0.653403549834211,2.885199774901519,-6.540222367560497e-4,-0.05372349001080813,NA,NA,NA,NA
2017,Ramsey,Gross Misdemeanor,903,1092,2439,0.5746007012076354,2.350732600732601,-0.10594059405940594,-0.06080543288487213,NA,NA,NA,NA
2017,Ramsey,Misdemeanor,1076,1271,2209,0.47716988893459483,1.9126671911880408,-0.1811263318112633,0.08598798406206846,NA,NA,NA,NA
2017,Ramsey,Juvenile,657,723,668,0.03471295060080107,1.0359612724757952,-0.17565872020075282,0.09859496488666558,NA,NA,NA,NA
2017,Red Lake,Felony,16,18,31,0.4375,1.7777777777777777,-0.1111111111111111,0.015873015873015817,NA,NA,NA,NA
2017,Red Lake,Gross Misdemeanor,16,12,16,0,1,2.2,-0.5,NA,NA,NA,NA
2017,Red Lake,Misdemeanor,1,2,2,0.3333333333333333,1.4999999999999998,-0.75,0.4999999999999998,NA,NA,NA,NA
2017,Red Lake,Juvenile,0,2,0,0,1,-1,0,NA,NA,NA,NA
2017,Redwood,Felony,82,49,230,0.7365591397849462,3.795918367346939,0.41379310344827586,0.05566960512015451,NA,NA,NA,NA
2017,Redwood,Gross Misdemeanor,70,54,120,0.4807692307692308,1.9259259259259263,-0.06666666666666667,0.28395061728395105,NA,NA,NA,NA
2017,Redwood,Misdemeanor,98,78,105,0.14285714285714285,1.1666666666666665,0.10112359550561797,0.11481481481481483,NA,NA,NA,NA
2017,Redwood,Juvenile,31,27,32,0.03571428571428571,1.037037037037037,0.03333333333333333,0.18518518518518512,NA,NA,NA,NA
2017,Renville,Felony,58,48,177,0.7225433526011561,3.604166666666667,0.07407407407407407,-0.1735668789808919,NA,NA,NA,NA
2017,Renville,Gross Misdemeanor,45,27,79,0.578125,2.3703703703703702,0.36363636363636365,-0.14263199369582366,NA,NA,NA,NA
2017,Renville,Misdemeanor,48,40,58,0.21568627450980393,1.275,0.17073170731707318,0.0828767123287672,NA,NA,NA,NA
2017,Renville,Juvenile,20,3,24,0.5714285714285714,2.333333333333333,1.5,1.333333333333333,NA,NA,NA,NA
2017,Rice,Felony,170,187,551,0.6959349593495935,3.2887700534759357,-0.06593406593406594,-0.11500111408199652,NA,NA,NA,NA
2017,Rice,Gross Misdemeanor,131,107,289,0.6037037037037037,2.5233644859813085,0.048,-0.01869158878504678,NA,NA,NA,NA
2017,Rice,Misdemeanor,99,72,135,0.34545454545454546,1.5277777777777777,0.16470588235294117,0.1629353233830845,NA,NA,NA,NA
2017,Rice,Juvenile,35,50,32,-0.06382978723404255,0.9400000000000001,-0.10256410256410256,-0.2258823529411765,NA,NA,NA,NA
2017,Rock,Felony,22,25,38,0.4444444444444444,1.7999999999999998,0.2222222222222222,-0.2714285714285715,NA,NA,NA,NA
2017,Rock,Gross Misdemeanor,43,33,60,0.32653061224489793,1.4848484848484846,0.43333333333333335,-0.1556743909685087,NA,NA,NA,NA
2017,Rock,Misdemeanor,44,39,46,-0.05405405405405406,0.9487179487179488,0.41935483870967744,-0.13752913752913754,NA,NA,NA,NA
2017,Rock,Juvenile,14,10,11,-0.25,0.8,0,0.09090909090909105,NA,NA,NA,NA
2017,Roseau,Felony,32,41,138,0.7210884353741497,3.585365853658537,-0.3333333333333333,0.2536244243561319,NA,NA,NA,NA
2017,Roseau,Gross Misdemeanor,38,25,59,0.4444444444444444,1.7999999999999998,0.7272727272727273,0.042105263157894625,NA,NA,NA,NA
2017,Roseau,Misdemeanor,14,9,18,0.25,1.3333333333333333,-0.06666666666666667,1.3999999999999997,NA,NA,NA,NA
2017,Roseau,Juvenile,31,27,30,-0.08,0.9259259259259258,0.4090909090909091,-0.169859514687101,NA,NA,NA,NA
2017,Scott,Felony,512,474,1330,0.632842757552285,2.723628691983122,-0.0873440285204991,0.13270407080115695,NA,NA,NA,NA
2017,Scott,Gross Misdemeanor,495,372,1042,0.5982721382289417,2.489247311827957,0.125,0.15915593705293263,NA,NA,NA,NA
2017,Scott,Misdemeanor,415,438,625,0.32407407407407407,1.4794520547945205,-0.06320541760722348,0.12302232246509007,NA,NA,NA,NA
2017,Scott,Juvenile,150,130,140,-0.0743801652892562,0.9307692307692308,0.06382978723404255,0.0159376571141276,NA,NA,NA,NA
2017,Sherburne,Felony,269,240,924,0.7312430011198209,3.720833333333334,-0.07241379310344828,0.1465049928673325,NA,NA,NA,NA
2017,Sherburne,Gross Misdemeanor,276,239,724,0.6531204644412192,2.882845188284519,0.3269230769230769,0.06786019408968443,NA,NA,NA,NA
2017,Sherburne,Misdemeanor,383,347,502,0.27708333333333335,1.38328530259366,-0.005194805194805195,0.18990162263049484,NA,NA,NA,NA
2017,Sherburne,Juvenile,211,214,128,-0.6335877862595419,0.6121495327102804,-0.04090909090909091,0.024886717643727033,NA,NA,NA,NA
2017,Sibley,Felony,39,36,124,0.6974789915966386,3.3055555555555554,-0.15217391304347827,0.12152777777777778,NA,NA,NA,NA
2017,Sibley,Gross Misdemeanor,40,26,73,0.543859649122807,2.1923076923076925,0.02564102564102564,0.11852433281004722,NA,NA,NA,NA
2017,Sibley,Misdemeanor,48,31,54,0.16216216216216217,1.1935483870967742,0.45454545454545453,0.007056451612903324,NA,NA,NA,NA
2017,Sibley,Juvenile,28,21,33,0.19230769230769232,1.2380952380952381,0.037037037037037035,0.33714285714285736,NA,NA,NA,NA
2017,St. Louis,Felony,653,749,1822,0.6066176470588235,2.542056074766355,-0.07375886524822695,-0.049840846918125084,NA,NA,NA,NA
2017,St. Louis,Gross Misdemeanor,598,430,1072,0.5248618784530387,2.104651162790698,0.33482142857142855,0.06820118283881312,NA,NA,NA,NA
2017,St. Louis,Misdemeanor,346,413,493,0.2829861111111111,1.394673123486683,-0.13283208020050125,-0.10324747655030325,NA,NA,NA,NA
2017,St. Louis,Juvenile,322,322,185,-0.7405405405405405,0.5745341614906833,-0.07736389684813753,0.08111266947171594,NA,NA,NA,NA
2017,Stearns,Felony,610,600,1290,0.5153473344103393,2.0633333333333335,0.10307414104882459,-0.06964266230223681,NA,NA,NA,NA
2017,Stearns,Gross Misdemeanor,462,461,749,0.3803763440860215,1.613882863340564,-0.014925373134328358,0.027211729263368338,NA,NA,NA,NA
2017,Stearns,Misdemeanor,745,828,779,0.09210526315789473,1.1014492753623188,-0.11520190023752969,-0.001811594202898531,NA,NA,NA,NA
2017,Stearns,Juvenile,258,263,234,-0.11440677966101695,0.8973384030418252,0.10256410256410256,-0.11847372740825104,NA,NA,NA,NA
2017,Steele,Felony,156,480,347,-0.5841584158415841,0.63125,0.3565217391304348,-0.734425566343042,NA,NA,NA,NA
2017,Steele,Gross Misdemeanor,102,132,227,0.5,2,-0.1282051282051282,-0.08679245283018869,NA,NA,NA,NA
2017,Steele,Misdemeanor,177,244,241,0.25835866261398177,1.348360655737705,-0.23043478260869565,-0.10965391621129315,NA,NA,NA,NA
2017,Steele,Juvenile,91,78,64,-0.5294117647058824,0.6538461538461539,0.18181818181818182,0.06848030018761729,NA,NA,NA,NA
2017,Stevens,Felony,11,10,32,0.696969696969697,3.3000000000000007,-0.35294117647058826,0.6028571428571433,NA,NA,NA,NA
2017,Stevens,Gross Misdemeanor,24,11,44,0.6451612903225806,2.818181818181818,0.3333333333333333,0.7744107744107743,NA,NA,NA,NA
2017,Stevens,Misdemeanor,28,18,35,0.3076923076923077,1.4444444444444444,0.5555555555555556,0.006734006734006764,NA,NA,NA,NA
2017,Stevens,Juvenile,17,7,17,0,1,0.5454545454545454,0.5555555555555557,NA,NA,NA,NA
2017,Swift,Felony,35,34,67,0.4925373134328358,1.9705882352941175,-0.027777777777777776,0.15732959850606906,NA,NA,NA,NA
2017,Swift,Gross Misdemeanor,21,22,40,0.4634146341463415,1.8636363636363635,0.05,0.11025145067698251,NA,NA,NA,NA
2017,Swift,Misdemeanor,41,31,48,0.2619047619047619,1.3548387096774193,-0.046511627906976744,0.24787775891341257,NA,NA,NA,NA
2017,Swift,Juvenile,9,17,5,-0.3076923076923077,0.7647058823529411,-0.5263157894736842,0.2745098039215684,NA,NA,NA,NA
2017,Todd,Felony,75,83,165,0.5117647058823529,2.048192771084337,0.056338028169014086,-0.06900328587075577,NA,NA,NA,NA
2017,Todd,Gross Misdemeanor,72,81,104,0.2831858407079646,1.3950617283950617,0.2413793103448276,-0.17369420702754032,NA,NA,NA,NA
2017,Todd,Misdemeanor,70,76,58,-0.10144927536231885,0.9078947368421053,0.14754098360655737,-0.16019736842105245,NA,NA,NA,NA
2017,Todd,Juvenile,44,42,24,-0.9090909090909091,0.5238095238095238,0.4666666666666667,-0.3365079365079365,NA,NA,NA,NA
2017,Traverse,Felony,18,10,21,0.23076923076923078,1.3,0.6363636363636364,0.14399999999999993,NA,NA,NA,NA
2017,Traverse,Gross Misdemeanor,7,2,14,0.75,4,1.3333333333333333,1.5454545454545456,NA,NA,NA,NA
2017,Traverse,Misdemeanor,5,5,13,0.6428571428571429,2.8000000000000003,-0.6428571428571429,1.5666666666666667,NA,NA,NA,NA
2017,Traverse,Juvenile,10,10,11,0.09090909090909091,1.1,0.25,-0.009999999999999964,NA,NA,NA,NA
2017,Wabasha,Felony,60,56,172,0.6585365853658537,2.928571428571429,-0.11764705882352941,-0.010879848628193108,NA,NA,NA,NA
2017,Wabasha,Gross Misdemeanor,74,41,114,0.6057692307692307,2.536585365853658,0.0136986301369863,0.2964769647696473,NA,NA,NA,NA
2017,Wabasha,Misdemeanor,80,87,93,-0.14473684210526316,0.8735632183908045,0.23076923076923078,-0.0914942528735632,NA,NA,NA,NA
2017,Wabasha,Juvenile,15,32,15,-0.03225806451612903,0.96875,-0.4827586206896552,-0.10576923076923071,NA,NA,NA,NA
2017,Wadena,Felony,75,85,131,0.3971631205673759,1.6588235294117648,0.056338028169014086,-0.1583910034602076,NA,NA,NA,NA
2017,Wadena,Gross Misdemeanor,43,50,61,0.24242424242424243,1.32,0.075,-0.2974193548387097,NA,NA,NA,NA
2017,Wadena,Misdemeanor,35,33,30,-0.2692307692307692,0.787878787878788,0.34615384615384615,-0.1595959595959595,NA,NA,NA,NA
2017,Wadena,Juvenile,22,30,16,-0.25,0.8,-0.12,-0.16923076923076913,NA,NA,NA,NA
2017,Waseca,Felony,54,84,92,0.26956521739130435,1.369047619047619,-0.2602739726027397,-0.22384701912260965,NA,NA,NA,NA
2017,Waseca,Gross Misdemeanor,62,69,127,0.5,2,-0.1267605633802817,-0.20610687022900762,NA,NA,NA,NA
2017,Waseca,Misdemeanor,86,99,83,-0.020618556701030927,0.9797979797979799,-0.06521739130434782,-0.1416645796811086,NA,NA,NA,NA
2017,Waseca,Juvenile,36,29,28,-0.38095238095238093,0.7241379310344828,0.6363636363636364,-0.25172413793103443,NA,NA,NA,NA
2017,Washington,Felony,672,601,1259,0.4941077441077441,1.976705490848586,0.0821256038647343,0.00897923750271301,NA,NA,NA,NA
2017,Washington,Gross Misdemeanor,503,356,1144,0.6407669021190716,2.783707865168539,0.14840182648401826,0.1888448070551893,NA,NA,NA,NA
2017,Washington,Misdemeanor,872,763,1463,0.45538900785153463,1.836173001310616,0.05696969696969697,0.01199763889027838,NA,NA,NA,NA
2017,Washington,Juvenile,275,278,185,-0.4946236559139785,0.6690647482014388,0.15546218487394958,-0.15504709634354386,NA,NA,NA,NA
2017,Watonwan,Felony,32,44,113,0.6422764227642277,2.795454545454546,0,-0.17009943181818166,NA,NA,NA,NA
2017,Watonwan,Gross Misdemeanor,32,19,52,0.5128205128205128,2.052631578947368,0.5238095238095238,0.1289473684210525,NA,NA,NA,NA
2017,Watonwan,Misdemeanor,30,40,41,0.3333333333333333,1.4999999999999998,-0.4444444444444444,0.28999999999999976,NA,NA,NA,NA
2017,Watonwan,Juvenile,15,29,22,0.23684210526315788,1.3103448275862069,-0.4444444444444444,-0.10147783251231526,NA,NA,NA,NA
2017,Wilkin,Felony,29,20,43,0.2857142857142857,1.4,0.9333333333333333,-0.30000000000000004,NA,NA,NA,NA
2017,Wilkin,Gross Misdemeanor,23,11,42,0.6333333333333333,2.727272727272727,0.5333333333333333,0.8181818181818183,NA,NA,NA,NA
2017,Wilkin,Misdemeanor,27,14,37,0.46153846153846156,1.8571428571428572,0.5882352941176471,0.4781341107871721,NA,NA,NA,NA
2017,Wilkin,Juvenile,13,8,21,0.5,2,-0.2777777777777778,1.2857142857142858,NA,NA,NA,NA
2017,Winona,Felony,101,110,421,0.7453703703703703,3.927272727272727,-0.32666666666666666,0.29980657640232117,NA,NA,NA,NA
2017,Winona,Gross Misdemeanor,129,113,242,0.5,2,-0.03731343283582089,0.15789473684210525,NA,NA,NA,NA
2017,Winona,Misdemeanor,183,157,216,0.21890547263681592,1.2802547770700636,0.03389830508474576,0.1364059257138767,NA,NA,NA,NA
2017,Winona,Juvenile,69,58,78,0.12121212121212122,1.1379310344827587,-0.014285714285714285,0.21254946297343152,NA,NA,NA,NA
2017,Wright,Felony,296,327,835,0.6245694603903559,2.6636085626911314,-0.02631578947368421,-0.06274840586350634,NA,NA,NA,NA
2017,Wright,Gross Misdemeanor,343,298,755,0.5796897038081805,2.379194630872483,0.17465753424657535,-0.041425931329637254,NA,NA,NA,NA
2017,Wright,Misdemeanor,437,414,588,0.32682926829268294,1.4855072463768118,0.11764705882352941,-0.016943734015345137,NA,NA,NA,NA
2017,Wright,Juvenile,187,211,148,-0.21965317919075145,0.8199052132701422,0.0446927374301676,-0.14815042777128093,NA,NA,NA,NA
2017,Yellow Medicine,Felony,43,48,68,0.3333333333333333,1.4999999999999998,0,-0.19718309859154953,NA,NA,NA,NA
2017,Yellow Medicine,Gross Misdemeanor,28,27,32,0.20588235294117646,1.259259259259259,0.3333333333333333,-0.14814814814814822,NA,NA,NA,NA
2017,Yellow Medicine,Misdemeanor,25,24,33,0.22580645161290322,1.2916666666666667,-0.32432432432432434,0.45312500000000017,NA,NA,NA,NA
2017,Yellow Medicine,Juvenile,16,10,19,0.4117647058823529,1.7,-0.058823529411764705,0.9833333333333334,NA,NA,NA,NA
2018,Aitkin,Felony,113,117,230,0.5104602510460251,2.0427350427350426,-0.19285714285714287,-0.00482138943677399,0.6966621939454776,NA,151.0029352611475,NA
2018,Aitkin,Gross Misdemeanor,123,117,229,0.4583333333333333,1.8461538461538458,0.17142857142857143,-0.20741039065646405,0.7363759336494079,NA,118.65235546604286,NA
2018,Aitkin,Misdemeanor,80,97,117,0.27611940298507465,1.3814432989690721,-0.1111111111111111,-0.11418902966868658,-0.020443365846664324,NA,70.09271915497203,NA
2018,Aitkin,Juvenile,23,32,21,-0.03225806451612903,0.96875,-0.20689655172413793,-0.07850609756097564,0.15217011734283273,NA,25.859818189250245,NA
2018,Anoka,Felony,980,1140,2900,0.6227663798808736,2.650877192982456,-0.03162055335968379,-0.15428762216961084,0.09217178938666178,NA,837.0890003543548,NA
2018,Anoka,Gross Misdemeanor,842,878,2277,0.6172624237140366,2.612756264236902,-0.05073280721533258,-0.14251757947905297,0.32774860349306284,NA,829.8428771831642,NA
2018,Anoka,Misdemeanor,1204,1335,1659,0.2712882096069869,1.3722846441947565,-0.11470588235294117,-0.0012967979748634178,-0.1308031002005641,NA,962.973587544464,NA
2018,Anoka,Juvenile,561,580,321,-0.7008797653958945,0.5879310344827586,0,-0.028256420751048936,-0.04824535706202984,NA,420.4640511468188,NA
2018,Becker,Felony,120,131,369,0.6340782122905028,2.732824427480916,-0.0625,0.014581523974950885,0.14704077412846533,NA,109.86101636652634,NA
2018,Becker,Gross Misdemeanor,48,53,111,0.5350877192982456,2.150943396226415,-0.22580645161290322,0.03410740203193028,0.49784080630086325,NA,63.24216737714756,NA
2018,Becker,Misdemeanor,34,23,37,0.23333333333333334,1.3043478260869565,0.7,-0.11304347826086962,0.14139764250856043,NA,16.994142677349675,NA
2018,Becker,Juvenile,72,65,68,-0.14035087719298245,0.8769230769230769,0.043478260869565216,0.0701434159061278,-0.14568963056285666,NA,48.031227437243835,NA
2018,Beltrami,Felony,177,224,592,0.6387096774193548,2.767857142857143,-0.11940298507462686,-0.04951169657052032,0.07299964998068831,NA,164.40739081370768,NA
2018,Beltrami,Gross Misdemeanor,101,81,197,0.5449438202247191,2.197530864197531,0.1348314606741573,0.03413217138707334,0.1678475894398251,NA,77.856505962655,NA
2018,Beltrami,Misdemeanor,49,44,73,0.40540540540540543,1.681818181818182,0.08888888888888889,0.009090909090909215,-0.5236300857744173,NA,21.38371614968171,NA
2018,Beltrami,Juvenile,75,76,72,-0.07042253521126761,0.9342105263157896,0.47058823529411764,-0.2733918128654969,-0.5393982373569269,NA,23.490689894796727,NA
2018,Benton,Felony,166,130,385,0.632768361581921,2.7230769230769236,0.12162162162162163,0.07970396949988792,0.28305504161114575,NA,139.2827528504544,NA
2018,Benton,Gross Misdemeanor,179,146,325,0.5100671140939598,2.041095890410959,0.2695035460992908,-0.044739633780729614,-0.029468007269592526,NA,109.23876762621141,NA
2018,Benton,Misdemeanor,251,253,324,0.260233918128655,1.3517786561264824,-0.06343283582089553,0.0036617446825387666,-0.009826394980127301,NA,206.17614842302683,NA
2018,Benton,Juvenile,92,94,82,-0.11904761904761904,0.8936170212765957,0.06976744186046512,-0.08286674132138849,0.015861995952329833,NA,70.88459260645145,NA
2018,Big Stone,Felony,19,16,34,0.4838709677419355,1.9375,0,0.1994047619047619,1.643883521115636,NA,28.201424225233445,NA
2018,Big Stone,Gross Misdemeanor,9,6,25,0.7272727272727273,3.666666666666667,-0.18181818181818182,0.3968253968253969,0.9887079182229317,NA,16.793533531660312,NA
2018,Big Stone,Misdemeanor,17,10,22,0.3333333333333333,1.4999999999999998,0.3076923076923077,0.3636363636363633,-0.052759863395825654,NA,9.788148078243136,NA
2018,Big Stone,Juvenile,11,8,8,-0.6,0.625,0.8333333333333334,-0.375,0.2794585084923672,NA,6.823778711959292,NA
2018,Blue Earth,Felony,316,367,657,0.48956884561891517,1.959128065395095,0.09342560553633218,-0.23520669104897357,-0.14206805210400567,NA,215.05494160592926,NA
2018,Blue Earth,Gross Misdemeanor,276,287,377,0.2860696517412935,1.4006968641114983,-0.03496503496503497,-0.11807975222609361,0.7280080568914494,NA,320.8334958961791,NA
2018,Blue Earth,Misdemeanor,256,319,223,-0.19924812030075187,0.8338557993730408,-0.09219858156028368,-0.04884338481301469,-0.005016330518052018,NA,217.9014236165466,NA
2018,Blue Earth,Juvenile,151,156,145,-0.04,0.9615384615384615,-0.1925133689839572,0.25,0.635058213493075,NA,200.7488139899831,NA
2018,Brown,Felony,72,75,190,0.6287128712871287,2.6933333333333334,-0.14285714285714285,0.1623859649122808,0.4010027763603114,NA,80.79116010344462,NA
2018,Brown,Gross Misdemeanor,86,83,186,0.5257142857142857,2.108433734939759,-0.022727272727272728,0.04136056420805167,0.23313262443163785,NA,81.24973847644013,NA
2018,Brown,Misdemeanor,102,152,87,-0.05555555555555555,0.9473684210526315,-0.296551724137931,-0.04128584935392372,-0.3154150663376303,NA,87.32261153826671,NA
2018,Brown,Juvenile,44,54,28,-0.42105263157894735,0.7037037037037037,-0.10204081632653061,0.005291005291005378,0.3796085450043454,NA,46.60011085348011,NA
2018,Carlton,Felony,121,123,348,0.6392961876832844,2.772357723577236,0.1,0.033890311278803396,-0.30922254491376755,NA,66.9286600927994,NA
2018,Carlton,Gross Misdemeanor,67,51,165,0.6622516556291391,2.960784313725491,-0.18292682926829268,0.1843137254901963,0.7508928071572791,NA,90.8518823269388,NA
2018,Carlton,Misdemeanor,35,33,59,0.49230769230769234,1.9696969696969697,0.029411764705882353,0.07676767676767673,0.06882714999445959,NA,33.25240022204985,NA
2018,Carlton,Juvenile,18,24,18,0,1,-0.3076923076923077,0.17647058823529416,0.7076938637690394,NA,32.06669588632974,NA
2018,Carver,Felony,173,158,495,0.6659619450317125,2.9936708860759493,0.18493150684931506,0.025143601744495248,-0.14093702806896305,NA,105.95109987149456,NA
2018,Carver,Gross Misdemeanor,239,205,510,0.5454545454545454,2.1999999999999997,0.01702127659574468,-0.04300000000000006,0.4433659846661827,NA,229.3348175636268,NA
2018,Carver,Misdemeanor,422,459,551,0.2413223140495868,1.318082788671024,-0.16765285996055226,-0.03497510115157162,1.0274222669344026,NA,610.4793714880257,NA
2018,Carver,Juvenile,155,164,136,-0.1232876712328767,0.8902439024390244,0.006493506493506494,-0.06989443028758649,0.19371382258643924,NA,134.35912247556254,NA
2018,Cass,Felony,131,154,421,0.6515837104072398,2.8701298701298703,0.08264462809917356,-0.06539888682745829,-0.2590691396539906,NA,80.76146377771502,NA
2018,Cass,Gross Misdemeanor,145,106,261,0.5309734513274337,2.1320754716981134,0.25,0.005902273826802284,0.26602900866327533,NA,104.65839804949744,NA
2018,Cass,Misdemeanor,49,60,58,0.13043478260869565,1.1500000000000001,-0.057692307692307696,-0.07999999999999989,-0.5695894028118824,NA,22.429174453469685,NA
2018,Cass,Juvenile,33,43,34,0.022727272727272728,1.0232558139534884,0.43478260869565216,-0.43616516373991465,-0.7763873761580501,NA,6.385382703042348,NA
2018,Chippewa,Felony,56,60,103,0.3877551020408163,1.6333333333333333,0.037037037037037035,-0.1166666666666666,0.18710430961339147,NA,48.14367477876532,NA
2018,Chippewa,Gross Misdemeanor,33,23,53,0.5,2,-0.13157894736842105,0.611111111111111,1.016355373139847,NA,47.27233152583418,NA
2018,Chippewa,Misdemeanor,38,46,47,0.22033898305084745,1.2826086956521738,-0.2830188679245283,0.2007400555041628,0.4170487208241367,NA,51.17120380753828,NA
2018,Chippewa,Juvenile,12,13,6,-0.625,0.6153846153846154,-0.2,0.6410256410256414,0.08087133122887338,NA,12.36997190184155,NA
2018,Chisago,Felony,134,167,366,0.5876543209876544,2.4251497005988027,-0.26373626373626374,0.15180140911494455,0.0832386429772269,NA,151.65341001681176,NA
2018,Chisago,Gross Misdemeanor,261,244,558,0.5464684014869888,2.2049180327868854,-0.0076045627376425855,-0.12101240584847137,0.739373493513456,NA,294.72717528978006,NA
2018,Chisago,Misdemeanor,242,308,412,0.36363636363636365,1.5714285714285714,-0.23659305993690852,0.0043202764976959475,-0.05445661051331289,NA,241.84898695537265,NA
2018,Chisago,Juvenile,78,86,62,-0.14666666666666667,0.872093023255814,-0.1875,0.12859097127222985,0.3184695597094096,NA,90.2419165312218,NA
2018,Clay,Felony,297,249,551,0.4959514170040486,1.9839357429718878,0.1511627906976744,0.13722030981067126,0.16053771391523158,NA,229.01277554593904,NA
2018,Clay,Gross Misdemeanor,78,106,168,0.4564102564102564,1.8396226415094337,-0.3217391304347826,0.029725881096475365,0.48333466194224084,NA,115.20565874418071,NA
