year,county,level,a_y,r_y,n_y,p_y,l_y,ca_y,cl_y,ca_avg_y,cl_avg_y,a_yplus10,l_yplus10
2020,Rice,Misdemeanor,106.33333333333333,112.66666666666667,144,0.2229885057471264,1.2869822485207099,-0.06725146198830413,-0.012725946340277391,0.22547033229965546,-0.08073705726767218,103.48416139419312,1.2834057876105194
2020,Rice,Juvenile,27.333333333333336,22,28.666666666666668,0.3333333333333333,1.4999999999999998,-0.19607843137254896,0.5652173913043476,-0.11572850865690751,0.19336973169089852,24.56309698175257,0.6308383055029156
2020,Rock,Felony,24,28.333333333333332,43.666666666666664,0.3703703703703704,1.5882352941176472,0.2,-0.1727941176470589,-0.025252189772797987,-0.10361507756651268,15.595964963635232,1.6008162240247652
2020,Rock,Gross Misdemeanor,29,38.66666666666667,51.666666666666664,0.3095238095238094,1.4482758620689653,-0.09375,-0.05459770114942542,-0.1364016004893213,-0.06234303313261968,23.509067542235144,1.1634520596454647
2020,Rock,Misdemeanor,31,34,38.66666666666667,0.2765957446808511,1.3823529411764708,-0.24390243902439024,0.23209718670076732,0.3967846658683201,0.1294167959732248,40.35155701397369,1.3009207801108174
2020,Rock,Juvenile,4.666666666666667,10.666666666666668,2.6666666666666665,-2.555555555555556,0.28125,-0.06666666666666661,-0.6676136363636364,-0.9964421842639977,0.06467967661585967,0.026485961590239603,0.0024002585934055636
2020,Roseau,Felony,39,40,116.33333333333333,0.6850393700787402,3.175,-0.15217391304347827,0.14101562499999998,0.4535337798927481,-0.1194856402161199,45.86706594328228,3.317802603611605
2020,Roseau,Gross Misdemeanor,29,32,43.333333333333336,0.2727272727272727,1.375,-0.14705882352941177,0.1,0.5066495143899745,-0.4157075921770688,35.82477734216162,1.7521433070909453
2020,Roseau,Misdemeanor,7.333333333333333,12,9.333333333333332,-0.7142857142857143,0.5833333333333333,0.4666666666666666,-0.5462962962962963,-1.005798609452432,0.658245403708843,-0.045100295741138136,-0.005358856001894871
2020,Roseau,Juvenile,33.333333333333336,28.333333333333336,27,0.14141414141414135,1.164705882352941,-0.1666666666666666,0.47828054298642503,1.3007124575150113,-0.2889709175697326,54.45019482785528,1.7651441514101187
2020,St. Louis,Felony,548.6666666666666,667.6666666666666,1642.3333333333333,0.5941236068895643,2.4638042935596607,0.01982651796778184,-0.03292537087731986,-0.28531714933292984,-0.010439260158534296,334.4715741121888,1.4165539809971726
2020,St. Louis,Gross Misdemeanor,542,527.6666666666666,1058.3333333333333,0.5198665453442524,2.0827542640555907,-0.0338680926916221,0.04984361277598893,0.10353056133587474,-0.056211282777400826,472.6789237721997,1.7509974857651356
2020,St. Louis,Misdemeanor,255,292.3333333333333,428,0.37401855817273383,1.597491448118586,-0.1206896551724138,-0.011860959926647846,-0.2746263060102089,0.11347705265317111,180.94043811189792,0.8850015974376081
2020,St. Louis,Juvenile,217.33333333333334,251,113.66666666666667,-1.1452991452991452,0.4661354581673307,-0.09065550906555087,-0.19736438859944822,-0.36950798584225614,0.013156520716456992,134.9252910297572,0.2901620271590388
2020,Scott,Felony,601.6666666666666,617.3333333333334,1247.3333333333333,0.49728555917480993,1.9892008639308856,0.06867969212551799,-0.06452179085266849,0.09027470762977936,-0.23895392816617328,461.7919094983021,1.9985928261559296
2020,Scott,Gross Misdemeanor,580.3333333333334,464,1052.6666666666667,0.541501976284585,2.1810344827586206,-0.007977207977207912,0.09479377958079777,0.42933863395882316,-0.19870537056382548,568.8767763156117,2.4194125729783424
2020,Scott,Misdemeanor,357.3333333333333,383,468.3333333333333,0.14317673378076062,1.1671018276762402,0.07630522088353409,-0.2097547756590862,-0.3303595699389148,0.08956019863856234,199.5528481582034,0.7462907431737799
2020,Scott,Juvenile,142.66666666666666,148,82.66666666666667,-0.4230769230769231,0.7027027027027026,-0.18007662835249047,-0.005932762030323221,0.32879043977471434,-0.3480601480608576,161.37421674152918,0.8542363163135738
2020,Sherburne,Felony,330.3333333333333,324,993,0.7091561938958707,3.4382716049382713,0.0655913978494623,-0.20883491353289999,0.09339516447802931,0.2775214060069736,266.18097837459584,3.4021238019005677
2020,Sherburne,Gross Misdemeanor,340,309.3333333333333,659,0.5555555555555556,2.25,0.0625,-0.04678143712574846,0.42092174699884005,-0.10393171781621989,312.9185447279668,2.7027744931812703
2020,Sherburne,Misdemeanor,349.6666666666667,374.6666666666667,421.3333333333333,0.1163522012578616,1.1316725978647686,0.031465093411996124,-0.07347123959677317,-0.18993917699629492,-0.032318290408112856,233.74755081562466,0.782625694190567
2020,Sherburne,Juvenile,169,158,102.66666666666667,-0.43636363636363634,0.6962025316455697,-0.07650273224043716,0.2062915152274721,-0.20785427834760986,-0.022848919682203355,122.16647351705751,0.35680942322132764
2020,Sibley,Felony,28.666666666666668,41.666666666666664,94.66666666666667,0.5659722222222222,2.304,-0.07526881720430104,-0.25275675675675674,0.7320772389253879,-0.054474000882592216,40.41513557492571,4.3093721558449065
2020,Sibley,Gross Misdemeanor,49.666666666666664,41.333333333333336,76.33333333333333,0.4833333333333333,1.9354838709677418,-0.09696969696969701,0.29953917050691237,0.5465752106808207,-0.39214348487279455,56.020390964660834,2.1246476561312577
2020,Sibley,Misdemeanor,34.666666666666664,39,38.333333333333336,-0.02631578947368421,0.9743589743589742,-0.037037037037037104,-0.18153846153846165,-0.11198371667792648,-0.030362224942266838,26.936493927436228,0.840812368316635
2020,Sibley,Juvenile,24.666666666666668,29.333333333333332,27.333333333333336,0.08333333333333337,1.090909090909091,-0.0864197530864197,-0.12121212121212113,-0.0350520127942522,0.14531959733911357,20.585557060389284,0.9143588837049264
2020,Stearns,Felony,561.6666666666666,617,1196.3333333333333,0.493431855500821,1.9740680713128038,-0.011150234741784105,0.009841993452446345,-0.0739206621265556,-0.037269845700086374,429.80371047748633,1.4162961923029964
2020,Stearns,Gross Misdemeanor,494.3333333333333,438.6666666666667,749.3333333333334,0.3847592332865825,1.6253799392097266,0.07230657989877075,0.018630479613725024,-0.05958374914681213,0.14394429269784315,356.52224976789745,1.109058422244122
2020,Stearns,Misdemeanor,650.6666666666666,573.3333333333334,716.6666666666666,0.15437561455260565,1.1825581395348836,0.04273504273504267,0.05019522553687007,-0.22801867688235974,0.024348952697795075,405.1186432316239,0.670895751373972
2020,Stearns,Juvenile,222.33333333333334,195.33333333333334,202.33333333333334,0.12012012012012008,1.136518771331058,-0.07361111111111107,0.2312286689419795,0.097285290124984,-0.06449676064282889,197.9990345736638,0.8192196645073138
2020,Steele,Felony,131.33333333333334,139.66666666666666,278.6666666666667,0.5494623655913978,2.2195704057279233,0.002544529262086586,-0.05176580767952655,0.0396062337367613,2.00123850505874,106.03983584114965,1.6628126495507578
2020,Steele,Gross Misdemeanor,93,123.66666666666667,167.66666666666666,0.2725490196078431,1.37466307277628,-0.03125,-0.15614742067198653,-0.1105908517011616,-0.23990015351196645,68.6821508964103,1.224523497403982
2020,Steele,Misdemeanor,205.33333333333334,193.66666666666666,212,0.03166666666666671,1.0327022375215147,0.047619047619047665,-0.06632400443260308,0.01916939124391551,-0.27386738905745756,154.5740243386605,0.9674987089983377
2020,Steele,Juvenile,77.66666666666667,78.66666666666667,47.666666666666664,-0.48427672955974854,0.673728813559322,-0.08627450980392151,-0.037530266343825634,0.05394278350584253,0.9339219344203648,83.02727038951582,0.48029561931381703
2020,Stevens,Felony,17.666666666666668,17,42,0.5952380952380952,2.4705882352941178,-0.11666666666666661,0.19786096256684496,1.0272787778112742,-0.2532131166916761,24.777851728804457,3.9114103531518727
2020,Stevens,Gross Misdemeanor,25.666666666666668,19,57,0.7205882352941176,3.5789473684210527,-0.19791666666666663,0.23886639676113364,0.8157796384182238,0.3800507796414753,36.315592768364475,3.9057012611218673
2020,Stevens,Misdemeanor,23,21,34.333333333333336,0.46153846153846156,1.8571428571428572,-0.08,0.07518796992481205,0.17053149064108425,0.2591127655252783,22.2400983221806,1.4442438267144788
2020,Stevens,Juvenile,11.666666666666666,11,10,-0.8333333333333334,0.5454545454545454,0.6666666666666666,-0.5041322314049588,-0.584816223221477,0.3463651876428768,3.1830756219686767,0.34867326211021754
2020,Swift,Felony,47,41.666666666666664,70,0.4292237442922375,1.7520000000000002,-0.0784313725490196,0.12013114754098375,0.6655786250006465,-0.19578735795918872,54.40890175002111,2.2007687186577254
2020,Swift,Gross Misdemeanor,35,26.333333333333332,42.333333333333336,0.41481481481481486,1.7088607594936711,-0.10256410256410256,0.24700650017105721,0.9919744617315586,-0.18762267277258837,46.4794041070697,2.284127522316606
2020,Swift,Misdemeanor,29,31.333333333333336,35,0.1047619047619047,1.1170212765957446,-0.09375,0.059738134206219096,-0.28175543421218113,-0.16135525981232984,19.791628035042123,0.6339847876802306
2020,Swift,Juvenile,6.333333333333333,6.666666666666667,8.333333333333334,0.3333333333333333,1.4999999999999998,0.055555555555555504,0,-0.34400534324886,2.4118150006423718,5.831063615565689,0.5003567087768498
2020,Todd,Felony,75.33333333333333,85.66666666666667,125.66666666666667,0.3460559796437659,1.5291828793774318,-0.06995884773662557,-0.057353019561857115,0.27948370240812886,-0.3390574426037476,73.49923046055585,1.8610464419319663
2020,Todd,Gross Misdemeanor,76.66666666666667,82.66666666666667,113,0.29943502824858753,1.4274193548387097,-0.04166666666666661,0.03926146010186763,0.261980755466461,-0.14684370774900365,72.91444364917331,1.4454353124293724
2020,Todd,Misdemeanor,86.66666666666667,81.66666666666667,65.66666666666667,-0.2962962962962964,0.7714285714285715,0.09704641350210977,-0.054377880184331734,0.17654496622266566,-0.093690530059047,71.37706128417504,0.7695054093134207
2020,Todd,Juvenile,35.333333333333336,34.333333333333336,25,-0.3733333333333334,0.7281553398058251,-0.11666666666666661,0.3413387838528359,0.334820776103517,-0.17445684341256498,38.26486224830082,0.628723119379349
2020,Traverse,Felony,14,12.666666666666666,23,0.42424242424242425,1.7368421052631582,-0.06666666666666667,-0.09022556390977421,0.12796719410006543,1.5430469870529226,15.791540717400917,1.23369987653692
2020,Traverse,Gross Misdemeanor,8,7.333333333333333,20.333333333333332,0.6140350877192983,2.5909090909090913,0.14285714285714285,0.03636363636363651,0.6605616516985173,0.46114401439385755,8.302808258492586,3.272800080728559
2020,Traverse,Misdemeanor,10.333333333333332,8.666666666666666,16.333333333333332,0.45833333333333337,1.8461538461538463,0.2916666666666665,-0.028340080971659708,0.8237629554901789,0.47890585931735724,14.387463315533633,2.6961690445882946
2020,Traverse,Juvenile,6.666666666666667,9.333333333333334,12.333333333333334,0.4509803921568627,1.8214285714285712,-0.25925925925925924,0.029503105590062136,0.17488843177281216,0.6045517826054861,10.57399588595531,1.4601866008177389
2020,Wabasha,Felony,49.33333333333333,55.333333333333336,136.66666666666666,0.6047619047619047,2.5301204819277108,0.2032520325203251,-0.03614457831325304,-0.5067274470655677,-0.05286632839194431,19.456861810191494,1.0199465725523962
2020,Wabasha,Gross Misdemeanor,74,56.333333333333336,123.33333333333333,0.5493333333333332,2.218934911242603,0.04225352112676056,-0.08737354456957462,-0.08080860776760054,0.05605016630629237,53.10883599564975,1.7718129381431835
2020,Wabasha,Misdemeanor,83.66666666666667,108,101,-0.16129032258064516,0.861111111111111,0.08658008658008665,-0.10576923076923078,0.01867395340212815,0.15138674046261943,64.06327306951161,0.720995722833306
2020,Wabasha,Juvenile,22,22.666666666666668,21,0.055555555555555504,1.0588235294117647,-0.043478260869565216,0.05882352941176472,0.3804556436435516,0.2210833926989341,26.22865722922748,1.0049844905692058
2020,Wadena,Felony,67.33333333333333,72.66666666666667,120,0.3333333333333333,1.4999999999999998,0.004975124378109382,-0.03305785123966945,0.1310152141155002,-0.207449038868296,56.92776577714684,1.5113556894254636
2020,Wadena,Gross Misdemeanor,57.666666666666664,43.333333333333336,86.66666666666667,0.49019607843137253,1.9615384615384617,-0.022598870056497217,0.24038461538461536,0.41422269627181535,0.18048521468776596,58.768809822851,1.6475129652679248
2020,Wadena,Misdemeanor,35.666666666666664,37.666666666666664,30.666666666666668,-0.04629629629629623,0.9557522123893806,-0.1300813008130082,0.23893805309734514,0.32361033887166146,0.13390116220299164,40.59071705873095,0.7671255927338265
2020,Wadena,Juvenile,30,31.666666666666668,20.666666666666668,-0.8627450980392157,0.5368421052631579,0.2,-0.306578947368421,0.07635436048075821,0.029900187493996425,22.483846641153615,0.6416918065504666
2020,Waseca,Felony,65.66666666666667,64.66666666666667,121,0.4277286135693215,1.747422680412371,-0.06190476190476184,0.1837379447954772,0.15934093974863137,0.043404591642020485,63.24848904628645,1.3078727681106812
2020,Waseca,Gross Misdemeanor,44,57.666666666666664,106,0.46105919003115264,1.855491329479769,0.047619047619047616,-0.11123524554330402,-0.5438621848716336,0.04203645273621908,19.411198132684927,0.7277857977197899
2020,Waseca,Misdemeanor,94.66666666666667,85.33333333333333,97,0.2242424242424243,1.2890625000000002,-0.1314984709480122,0.21014030612244936,0.23681687130826956,0.13988128796411228,99.0827738014736,0.9733634762582026
2020,Waseca,Juvenile,36.333333333333336,40,21,-1.6666666666666667,0.37499999999999994,0.10101010101010108,-0.3181818181818182,0.8362253136741766,-0.3715371104850242,40.1929318659792,1.1212656928456834
2020,Washington,Felony,642.3333333333334,642,1106.3333333333333,0.43832020997375326,1.780373831775701,0.07413600891861767,-0.06756198663138402,-0.06490192014420851,-0.06022697624913762,444.171587931501,1.428789030099927
2020,Washington,Gross Misdemeanor,538.6666666666666,499,1187.6666666666667,0.6083202511773941,2.55310621242485,-0.027677496991576483,0.07065744392009812,0.1873782176657195,-0.08197726944600055,485.63769102527925,2.286342932281772
2020,Washington,Misdemeanor,827.6666666666666,836.3333333333334,1386.6666666666667,0.43414524131709514,1.7672379434037466,-0.0064025610244098094,0.047987544465392815,-0.07217942560926019,-0.11238464966138707,634.0107258336723,1.2725891546802122
2020,Washington,Juvenile,248,240.33333333333334,151.66666666666666,-0.4654471544715448,0.682385575589459,-0.16216216216216217,0.24961858529819675,0.19667327382885796,-0.32815410963582925,258.8803182383096,0.5766083654253388
2020,Watonwan,Felony,38.333333333333336,46.333333333333336,114,0.6106442577030812,2.5683453237410068,-0.04166666666666661,0.13181319351298607,0.244359968896111,-0.37666469987266316,36.7777501918184,2.6614572440067215
2020,Watonwan,Gross Misdemeanor,28.666666666666668,23.333333333333332,44.666666666666664,0.4927536231884058,1.9714285714285713,-0.011494252873563178,0.07532467532467517,0.3236953812375213,-0.08615401523324849,27.650525741406003,1.9665426596854085
2020,Watonwan,Misdemeanor,41.666666666666664,38,47,0.02564102564102564,1.0263157894736843,0.15740740740740733,-0.1298627002288329,0.013151880043452623,-0.04226824804711291,32.646005023622365,0.9545050221712847
2020,Watonwan,Juvenile,8,17.666666666666668,13.666666666666668,-0.10416666666666674,0.9056603773584905,0.14285714285714285,-0.357273280584297,-0.9525943249654637,0.1793073335017419,0.5109278309277802,0.06260098358998224
2020,Wilkin,Felony,31,23.333333333333332,72,0.6666666666666667,3.000000000000001,0.10714285714285714,0.08000000000000036,0.5060102056154483,0.808732239973982,29.785535177727755,2.8628138445634406
2020,Wilkin,Gross Misdemeanor,37.333333333333336,24.666666666666668,82.33333333333333,0.6796536796536796,3.1216216216216215,-0.13178294573643407,0.22635135135135154,1.56661404616258,0.5577069825429161,60.17284041558937,6.377647023797925
2020,Wilkin,Misdemeanor,29,25,42,0.40476190476190477,1.68,-0.06451612903225806,0.21799999999999986,0.5134909448546474,-0.10857183404307093,32.11964116302641,1.76050535555487
2020,Wilkin,Juvenile,12.333333333333332,12,17.333333333333332,0.25,1.3333333333333333,0.23333333333333323,-0.25,-0.2794585084923672,0.6644210524492972,6.324753092122555,0.8973410241460796
2020,Winona,Felony,96.33333333333333,132,381.3333333333333,0.6796116504854369,3.1212121212121215,-0.0555555555555556,0.019314769314769456,-0.19236669028157344,-0.18456685057456804,70.44357201432943,2.1744236482771067
2020,Winona,Gross Misdemeanor,106,117.66666666666667,209,0.47470238095238093,1.903682719546742,-0.0782608695652174,0.01579907960004027,-0.20564787743326582,0.0694887173094371,79.78825764448085,1.1303311027384584
2020,Winona,Misdemeanor,122.33333333333333,147,163,-0.013793103448275862,0.9863945578231292,0.11212121212121208,-0.21190125534749976,-0.5786888238702723,0.1036011827569871,49.15297054846823,0.3954422041765848
2020,Winona,Juvenile,51,66.66666666666667,41.333333333333336,-0.41843971631205684,0.705,-0.05555555555555555,-0.22549295774647882,-0.29468118195365833,-0.19521336636382713,33.14998444817806,0.5565184476483921
2020,Wright,Felony,333.6666666666667,328.6666666666667,859,0.6191579760525299,2.6257606490872205,0.03623188405797107,-0.03505615722589796,0.05452483496256866,0.059257453370849505,263.63120874064214,2.172064588242391
2020,Wright,Gross Misdemeanor,386.3333333333333,391.3333333333333,813,0.5318979266347688,2.1362862010221466,-0.006855184233076313,-0.014021753374393804,0.22512401223762443,-0.13569567714537956,350.1132177194633,2.1656655726457426
2020,Wright,Misdemeanor,470.3333333333333,469.3333333333333,604.3333333333334,0.2678107124284972,1.3657670454545456,-0.05174731182795703,0.06480014334070196,0.18883804812370764,-0.20660858919916789,438.8133328741063,1.2886294656433634
2020,Wright,Juvenile,199.33333333333334,177,154.66666666666666,-0.029069767441860465,0.9717514124293785,-0.03703703703703699,0.23132884451667812,0.18988672633543466,-0.11303129810596539,179.40847640413165,0.7579393989686746
2020,Yellow Medicine,Felony,41.333333333333336,52,71.66666666666667,0.2972972972972973,1.4230769230769231,0.008130081300813066,-0.10035366931918652,-0.050687693611864086,-0.008004078332205728,35.54647191697798,1.1676960476473477
2020,Yellow Medicine,Gross Misdemeanor,38.333333333333336,29.666666666666668,45.666666666666664,0.4066666666666666,1.6853932584269662,-0.14814814814814808,0.46363098758131294,0.9030684121575434,-0.20798392914174266,52.44010735723009,1.850642172538055
2020,Yellow Medicine,Misdemeanor,32.333333333333336,29.333333333333332,28,-0.047619047619047575,0.9545454545454545,-0.10185185185185179,0.30165289256198347,0.45281165958961667,-0.3874623031472931,35.83602093654388,1.02047622182031
2020,Yellow Medicine,Juvenile,6.333333333333333,13.333333333333334,4.333333333333333,-1.6666666666666667,0.37499999999999994,0.055555555555555504,-0.625,-0.9905284566232502,0.07989133498125542,0.08313910297369291,0.007953089597302631
2021,Aitkin,Felony,126.33333333333334,139,208.33333333333334,0.3894582723279648,1.6378896882494003,-0.07560975609756085,-0.07164147224730345,0.09899398914158998,-0.08148362829768939,116.8596941787224,1.5447746607749446
2021,Aitkin,Gross Misdemeanor,119.66666666666667,118.66666666666667,228.33333333333334,0.5069252077562326,2.028089887640449,-0.0888324873096447,-0.03538807715651917,0.12589669254885422,0.0931711430811211,113.59046631492885,1.7810434334359257
2021,Aitkin,Misdemeanor,83,61.333333333333336,103.66666666666667,0.3947368421052631,1.652173913043478,0.05063291139240506,0.24608402869272414,-0.03805440740923552,-0.09876315938639328,59.533743897006204,1.023695722088416
2021,Aitkin,Juvenile,27.666666666666664,24.666666666666664,21.333333333333332,-0.25423728813559304,0.7972972972972975,0.29687499999999994,-0.05505505505505484,0.1819333573114926,-0.24980502304921326,19.17358557416421,0.904128508370757
2021,Anoka,Felony,957,1090,2469.3333333333335,0.5829613569697742,2.3978593272171254,-0.0194672131147541,-0.020164082025489544,-0.029146854432471957,-0.1638227460664888,745.3994706524021,1.9535507219314605
2021,Anoka,Gross Misdemeanor,871.3333333333334,841.6666666666666,2030,0.604851330203443,2.530693069306931,-0.006083650190113982,0.014925187586023438,0.013069193344150598,-0.09542419041481875,689.2247412051372,2.0204052344295915
2021,Anoka,Misdemeanor,1263,937.6666666666667,1622.6666666666667,0.4259183673469387,1.7419125488801988,-0.007075471698113208,0.16162821842396055,-0.003938093218179768,0.1641145954962296,989.6428411603374,1.094429403644597
2021,Anoka,Juvenile,454.6666666666667,394.6666666666667,268.3333333333333,-0.35779816513761464,0.7364864864864865,-0.11255692908262853,0.1396324439455432,-0.1356595565260466,0.17035476464653074,364.847704973061,0.4081773106157769
2021,Becker,Felony,112,149,349,0.5837988826815642,2.402684563758389,-0.058823529411764705,-0.0638041073094016,-0.06457772188655408,-0.07784047070488694,89.07298803813592,1.9241152780250679
2021,Becker,Gross Misdemeanor,62.333333333333336,70.33333333333333,110.33333333333333,0.3757396449704143,1.6018957345971565,0.044692737430167676,-0.1967305446802666,0.14470903173093583,-0.1234223416305038,51.25752664306302,1.9265371207063724
2021,Becker,Misdemeanor,19.666666666666668,21.333333333333332,30.666666666666668,0.3402061855670104,1.5156250000000002,-0.03278688524590152,-0.03416053921568626,-0.07996133503281604,0.1324080063339364,16.049563377760876,1.1087758805069918
2021,Becker,Juvenile,62.66666666666667,68,48,-0.19298245614035087,0.8382352941176471,-0.06930693069306917,-0.11096256684491985,-0.07547413306777616,0.10952136913985147,50.02712191066589,0.6588610825607043
2021,Beltrami,Felony,158.66666666666666,175.66666666666666,534.3333333333334,0.6832932692307693,3.1574952561669836,0.014925373134328236,0.012228914005995434,-0.16682090293773058,0.10884875118148299,106.92465078965792,1.960068288168771
2021,Beltrami,Gross Misdemeanor,73.66666666666667,73.66666666666667,153.66666666666669,0.5914972273567468,2.4479638009049776,-0.05957446808510627,-0.12094053526278606,-0.19498477988653232,0.302048844594533,52.86266612078438,1.603780327748422
2021,Beltrami,Misdemeanor,50.666666666666664,37,69.66666666666667,0.5088495575221239,2.036036036036036,-0.050000000000000086,-0.06995884773662542,0.11584061475897739,0.3412167925353079,45.37751833353175,1.7186423082266875
2021,Beltrami,Juvenile,37.666666666666664,42.66666666666667,42,0.07246376811594192,1.0781249999999998,0.09708737864077656,0.020624999999999862,-0.18993927412669062,-0.010206176808350282,26.19196346990367,0.7342903156943942
2021,Benton,Felony,157.66666666666666,157.33333333333334,372.3333333333333,0.5778175313059034,2.3686440677966103,0.02159827213822882,0.020273852259129838,0.003561946867633266,-0.11462086305310032,120.31592674113071,1.8850225174771686
2021,Benton,Gross Misdemeanor,156,134.33333333333334,366.3333333333333,0.6212406015037594,2.6401985111662527,-0.012658227848101266,0.06736888303708555,0.009856501703647394,0.22342928619996438,124.99779365531812,1.8114485197438712
2021,Benton,Misdemeanor,237,220.66666666666666,301,0.2994708994708995,1.4274924471299093,-0.036585365853658534,-0.004949540399820057,-0.06871457884616612,0.08960137538353903,182.84237101986938,1.006315326009298
2021,Benton,Juvenile,90,88.33333333333333,65,-0.2990196078431372,0.769811320754717,-0.01098901098901099,0.03725750730799915,0.01857923949130929,-0.2518688475789753,71.8664241196646,0.6435938015623084
2021,Big Stone,Felony,19,16.333333333333336,34,0.4555555555555555,1.8367346938775508,0.05555555555555555,0.5306122448979591,-0.017027760919553863,-0.3202586241365452,13.761611347126246,1.0563023103980451
2021,Big Stone,Gross Misdemeanor,15.333333333333334,14.333333333333332,33.666666666666664,0.5567010309278351,2.255813953488372,0.04545454545454554,-0.1510377594398602,0.5328884417193471,-0.1091273146367288,15.669526293131103,3.3755311924510303
2021,Big Stone,Misdemeanor,13,13,14.666666666666666,0.1521739130434783,1.1794871794871795,0,0.17948717948717952,-0.08143670926897222,-0.2504693183230376,9.695945846605294,0.8079059586312666
2021,Big Stone,Juvenile,4.666666666666667,6,6.666666666666667,0.1818181818181818,1.222222222222222,-0.26315789473684215,0.06944444444444439,-0.1684609006697434,0.6217056184207773,4.8044481294637045,0.6517022703084352
2021,Blue Earth,Felony,249.33333333333334,300,568.6666666666666,0.5108695652173914,2.0444444444444447,-0.09879518072289159,-0.06477541371158374,-0.12608851452265138,1.1201945581966654e-4,198.37790720335815,1.49826344847043
2021,Blue Earth,Gross Misdemeanor,266.6666666666667,271.6666666666667,411.3333333333333,0.35877261998426435,1.5595092024539876,-0.08151549942594706,-0.061671450817057875,0.00714130950960477,0.17771282741723743,230.63535987769947,1.2259362891297056
2021,Blue Earth,Misdemeanor,279.6666666666667,283.6666666666667,256,-0.16256830601092903,0.8601645123384253,-0.033410138248847795,0.07644150897524196,0.07336624716418909,-0.02760432742758246,239.00288436855945,0.6690004932549792
2021,Blue Earth,Juvenile,147,136,147.33333333333334,0.09131403118040084,1.1004901960784312,-0.05161290322580645,0.05704979360165112,-0.09039072683692839,0.27136257913149253,114.10542993345642,0.6784706095575312
2021,Brown,Felony,72.66666666666667,73,174.33333333333334,0.5867924528301887,2.420091324200913,0.09547738693467352,-0.08063569806892674,-0.07975133473131792,0.010197018999244037,48.56867955584711,1.9365315527416151
2021,Brown,Gross Misdemeanor,78.66666666666667,85.66666666666667,149,0.4645833333333333,1.867704280155642,0.004255319148936292,-0.002434750950008004,-0.097957046322874,-0.10524768490174988,56.62825209195291,1.361580213176823
2021,Brown,Misdemeanor,131.66666666666666,104,122,0.018867924528301886,1.0192307692307692,0.1617647058823529,0.0871794871794871,0.07256240994127625,-0.05466512191383534,92.597888058263507,0.8014790333212098
2021,Brown,Juvenile,65.66666666666666,72,45,-1,0.5,0.18674698795180716,0.09259259259259259,0.3154946197838512,-0.5019815318039089,51.01195803384045,0.5837838242627187
2021,Carlton,Felony,84,127,246,0.5313653136531366,2.1338582677165356,-0.023255813953488372,-0.07004149819110425,-0.2564658753929181,-0.2289558855084274,54.93891031818994,1.458197416835491
2021,Carlton,Gross Misdemeanor,88.66666666666667,74.66666666666667,169.33333333333334,0.5234042553191489,2.0982142857142856,0.05138339920948628,0.2579571759259257,0.1836871520193375,-0.35227510112874366,73.91468660387419,1.8191946134096304
2021,Carlton,Misdemeanor,33.666666666666664,32.333333333333336,48.666666666666664,0.3169014084507042,1.463917525773196,0.04123711340206171,0.19871507545196473,-0.03506280481281667,-0.42828384913643097,24.445075611408644,1.0943318553669028
2021,Carlton,Juvenile,12.666666666666668,16.333333333333336,8.666666666666668,-0.44117647058823545,0.693877551020408,-0.3448275862068966,0.17298347910592812,-0.0939997845669111,-0.3023725960280696,15.502670352966186,0.4817845610247788
2021,Carver,Felony,176.66666666666666,201.33333333333334,497.3333333333333,0.5837353549276362,2.4023178807947025,0.013384321223709259,0.020559156451082503,0.10700870488708639,-0.2396916275332858,145.87914711067606,2.2110267520650484
2021,Carver,Gross Misdemeanor,220,223.66666666666666,475.3333333333333,0.5550397877984085,2.247391952309985,-0.039301310043668124,-0.07842795414710045,-0.05239315460761343,0.09054658851993778,172.35915621192632,1.7529594478801698
2021,Carver,Misdemeanor,398.3333333333333,393,488.3333333333333,0.22126816380449144,1.284139100932994,-0.020491803278688617,0.030268990767738157,-0.1304882715448481,-0.07068403258327652,287.8083821186553,0.8608896063982159
2021,Carver,Juvenile,106,112.66666666666667,99.66666666666667,-0.049689440993788914,0.952662721893491,-0.13114754098360656,0.13767258382642988,-0.27988559010673314,-0.09572340105070308,76.0920893120552,0.48315956533483423
2021,Cass,Felony,174.33333333333331,161.33333333333334,442,0.6185973207249802,2.6219008264462804,0.1344902386117136,-0.022195401358318007,0.2891668733079861,-0.14737176645161335,140.23270766316872,2.8647624344999008
2021,Cass,Gross Misdemeanor,144.33333333333334,149.66666666666666,268.3333333333333,0.45110024449877756,1.821826280623608,0.004640371229698508,-0.07702904435314185,0.11816551146288713,-0.0764909496274966,121.50731891230042,1.7589971881400206
2021,Cass,Misdemeanor,68,44.666666666666664,82,0.3881278538812786,1.6343283582089554,0.15254237288135594,0.13211287313432854,0.2611898400686099,0.2486515412975455,52.96997328288162,1.3126450828790344
2021,Cass,Juvenile,24.333333333333332,23.333333333333332,20,0.02777777777777783,1.0285714285714287,0.07352941176470577,-0.09387755102040801,-0.027197021124354414,-0.13798900371174802,17.942810499261906,0.9575473365927305
2021,Chippewa,Felony,52,57,89,0.41237113402061853,1.7017543859649122,-0.10344827586206896,-0.07619047619047607,0.020750475231286144,0.07712059401604134,46.72768842169888,1.431629853879775
2021,Chippewa,Gross Misdemeanor,33.333333333333336,38,51.666666666666664,0.3006134969325154,1.4298245614035088,-0.1150442477876105,-0.04678362573099401,0.052172935322407,0.11609890537205703,31.331371851822787,1.2311420563033406
